InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,TotalAmount,Year,Month,Day,DayOfWeek
C560042,ST25039,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-11-04,50.65,10958,United Kingdom,202.6,202.6,2023,11,4,Saturday
C551994,ST70702,HAND WARMER RED POLKA DOT,3,2023-10-06,9.47,10389,United Kingdom,28.410000000000004,28.410000000000004,2023,10,6,Friday
C541774,ST28759,IVORY KNITTED MUG COZY,9,2023-03-05,3.57,10734,United Kingdom,32.129999999999995,32.129999999999995,2023,3,5,Sunday
C575736,ST79936,MASON JAR CANDLE HOLDER,12,2023-05-23,42.26,10085,United Kingdom,507.12,507.12,2023,5,23,Tuesday
C581307,ST99710,CHOCOLATE HOT WATER BOTTLE,62,2023-08-15,20.34,10261,United Kingdom,1261.08,1261.08,2023,8,15,Tuesday
C555377,ST89485,IVORY KNITTED MUG COZY,3,2023-05-07,13.24,10498,Channel Islands,39.72,39.72,2023,5,7,Sunday
C544713,ST61147,RED WOOLLY HOTTIE WHITE HEART,11,2023-04-07,13.9,10070,United Kingdom,152.9,152.9,2023,4,7,Friday
C577238,ST11301,MASON JAR CANDLE HOLDER,10,2023-05-15,28.63,10595,United Kingdom,286.3,286.3,2023,5,15,Monday
C561926,ST85710,AIRLINE BAG VINTAGE JET SET,8,2023-05-20,12.02,10537,United Kingdom,96.16,96.16,2023,5,20,Saturday
C557050,ST72152,SET OF 4 PANTRY JELLY MOULDS,6,2023-08-21,23.97,10801,Belgium,143.82,143.82,2023,8,21,Monday
C548787,ST49171,LUNCH BAG PINK POLKADOT,3,2023-11-28,14.9,10110,United Kingdom,44.7,44.7,2023,11,28,Tuesday
C570785,ST13814,HOME BUILDING BLOCK WORD,9,2023-11-09,53.78,10402,United Kingdom,484.02,484.02,2023,11,9,Thursday
C561242,ST71259,SMALL POPCORN HOLDER,23,2023-02-01,31.91,10617,Spain,733.93,733.93,2023,2,1,Wednesday
C539946,ST53463,LARGE POPCORN HOLDER,7,2023-04-12,16.61,10538,United Kingdom,116.27,116.27,2023,4,12,Wednesday
C573471,ST45115,AIRLINE BAG VINTAGE WORLD CHAMPION,3,2023-09-30,54.24,10515,United Kingdom,162.72,162.72,2023,9,30,Saturday
C561848,ST46719,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-06-03,29.55,10778,United Kingdom,354.6,354.6,2023,6,3,Saturday
C581409,ST86796,CREAM CUPID HEARTS COAT HANGER,3,2023-03-13,25.68,10816,United Kingdom,77.03999999999999,77.03999999999999,2023,3,13,Monday
C573531,ST28774,CREAM CUPID HEARTS COAT HANGER,2,2023-12-17,37.97,10252,United Kingdom,75.94,75.94,2023,12,17,Sunday
C548270,ST94597,RED WOOLLY HOTTIE WHITE HEART,2,2023-01-20,54.34,10142,United Kingdom,108.68,108.68,2023,1,20,Friday
C559561,ST52559,SET 7 BABUSHKA NESTING BOXES,9,2023-09-17,15.95,10702,United Kingdom,143.54999999999998,143.54999999999998,2023,9,17,Sunday
C561773,ST10160,PINK CHERRY LIGHTS,4,2023-02-25,27.31,10298,United Kingdom,109.24,109.24,2023,2,25,Saturday
C565988,ST16060,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-10-03,34.12,10785,United Kingdom,68.24,68.24,2023,10,3,Tuesday
C546747,ST70855,PARTY BUNTING,4,2023-04-01,16.39,10211,United Kingdom,65.56,65.56,2023,4,1,Saturday
C552082,ST50576,POPPY'S PLAYHOUSE KITCHEN,5,2023-05-27,48.54,10522,United Kingdom,242.7,242.7,2023,5,27,Saturday
C578034,ST37375,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-05-20,45.09,10433,Belgium,45.09,45.09,2023,5,20,Saturday
C551566,ST41811,GLASS HANGING T-LIGHT HOLDER,65,2023-04-22,44.77,10144,United Kingdom,2910.05,2910.05,2023,4,22,Saturday
C567894,ST80524,BOX OF VINTAGE JIGSAW BLOCKS,6,2023-08-11,30.52,10458,United Kingdom,183.12,183.12,2023,8,11,Friday
C577060,ST88972,PARTY BUNTING,55,2023-02-09,42.12,10179,United Kingdom,2316.6,2316.6,2023,2,9,Thursday
C563861,ST27850,GLASS HANGING T-LIGHT HOLDER,5,2023-11-10,12.01,10983,United Kingdom,60.05,60.05,2023,11,10,Friday
C541603,ST75774,ASSORTED COLOUR BIRD ORNAMENT,6,2023-12-07,51.86,10697,United Kingdom,311.16,311.15999999999997,2023,12,7,Thursday
C549173,ST81231,SAVE THE WHALE COTTON BAG,4,2023-09-24,1.99,10629,United Kingdom,7.96,7.96,2023,9,24,Sunday
C543643,ST96898,HAND WARMER RED POLKA DOT,62,2023-05-17,26.16,10123,United Kingdom,1621.92,1621.92,2023,5,17,Wednesday
C540198,ST95451,LUNCH BAG PINK POLKADOT,10,2023-08-19,38.94,10423,United Kingdom,389.4,389.4,2023,8,19,Saturday
C548584,ST49379,RECIPE BOX WITH METAL HEART,12,2023-11-28,45.15,10837,Germany,541.8,541.8,2023,11,28,Tuesday
C557721,ST24440,AIRLINE BAG VINTAGE JET SET,28,2023-08-29,6.43,10754,United Kingdom,180.04,180.04,2023,8,29,Tuesday
C563576,ST15438,MASON JAR CANDLE HOLDER,46,2023-12-22,7.19,10383,United Kingdom,330.74,330.74,2023,12,22,Friday
C546674,ST66263,WHITE BUTTERFLY T-LIGHT HOLDER,60,2023-06-02,33.42,10134,United Kingdom,2005.2,2005.2,2023,6,2,Friday
C573844,ST77311,HOME BUILDING BLOCK WORD,87,2023-04-29,16.38,10908,United Kingdom,1425.06,1425.06,2023,4,29,Saturday
C542888,ST55376,WHITE HANGING HEART T-LIGHT HOLDER,21,2023-12-29,11.27,10219,United Kingdom,236.67,236.67,2023,12,29,Friday
C558972,ST99294,SET OF 4 PANTRY JELLY MOULDS,3,2023-12-14,21.32,10569,United Kingdom,63.96,63.96,2023,12,14,Thursday
C567399,ST19298,BLUE CHERRY LIGHTS,3,2023-12-22,27.43,10192,United Kingdom,82.28999999999999,82.28999999999999,2023,12,22,Friday
C561849,ST40845,RECIPE BOX WITH METAL HEART,12,2023-03-21,1.21,10621,Germany,14.52,14.52,2023,3,21,Tuesday
C547006,ST42691,MASON JAR CANDLE HOLDER,90,2023-08-13,2.53,10563,Spain,227.7,227.7,2023,8,13,Sunday
C578144,ST95020,RECIPE BOX WITH METAL HEART,8,2023-08-01,3.12,10446,United Kingdom,24.96,24.96,2023,8,1,Tuesday
C574297,ST25335,SAVE THE WHALE COTTON BAG,12,2023-06-10,37.85,10640,United Kingdom,454.2000000000001,454.20000000000005,2023,6,10,Saturday
C579817,ST41415,PACK OF 72 RETROSPOT CAKE CASES,48,2023-07-27,41.2,10577,Spain,1977.6,1977.6000000000001,2023,7,27,Thursday
C545772,ST20132,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-07-31,10.17,10354,United Kingdom,10.17,10.17,2023,7,31,Monday
C569708,ST15254,LUNCH BAG SUKI DESIGN,1,2023-03-03,52.86,10883,United Kingdom,52.86,52.86,2023,3,3,Friday
C548081,ST31864,HAND WARMER RED POLKA DOT,65,2023-03-13,13.62,10551,United Kingdom,885.3,885.3,2023,3,13,Monday
C574797,ST16461,BOX OF VINTAGE JIGSAW BLOCKS,6,2023-10-05,21.62,10044,United Kingdom,129.72,129.72,2023,10,5,Thursday
C570990,ST68587,WHITE METAL LANTERN,7,2023-10-20,4.69,10542,United Kingdom,32.830000000000005,32.830000000000005,2023,10,20,Friday
C542404,ST71051,LOVE BUILDING BLOCK WORD,9,2023-01-08,10.67,10120,United Kingdom,96.03,96.03,2023,1,8,Sunday
C573409,ST35094,SAVE THE WHALE COTTON BAG,2,2023-06-30,49.83,10845,United Kingdom,99.66,99.66,2023,6,30,Friday
C562066,ST79579,LARGE POPCORN HOLDER,12,2023-01-23,22.67,10582,United Kingdom,272.04,272.04,2023,1,23,Monday
C560289,ST35802,LUNCH BAG PINK POLKADOT,1,2023-09-15,10.75,10645,France,10.75,10.75,2023,9,15,Friday
C537668,ST50025,BOX OF VINTAGE JIGSAW BLOCKS,64,2023-08-06,3.73,10125,United Kingdom,238.72,238.72,2023,8,6,Sunday
C537388,ST70688,SMALL POPCORN HOLDER,45,2023-06-24,7.71,10922,United Kingdom,346.95,346.95,2023,6,24,Saturday
C580425,ST96643,BLUE CHERRY LIGHTS,5,2023-02-01,50.39,10804,United Kingdom,251.95,251.95,2023,2,1,Wednesday
C576238,ST66527,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-08-07,41.09,10994,Germany,451.99,451.99,2023,8,7,Monday
C561372,ST93293,GLASS HANGING T-LIGHT HOLDER,8,2023-06-03,22.32,10919,France,178.56,178.56,2023,6,3,Saturday
C553033,ST76194,LARGE POPCORN HOLDER,2,2023-12-04,15.91,10955,United Kingdom,31.82,31.82,2023,12,4,Monday
C537501,ST24383,WHITE HANGING HEART T-LIGHT HOLDER,21,2023-01-05,46.17,10313,United Kingdom,969.57,969.57,2023,1,5,Thursday
C553607,ST22795,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-08-16,27.33,10217,Germany,136.64999999999998,136.64999999999998,2023,8,16,Wednesday
C552110,ST29302,SET OF 4 PANTRY JELLY MOULDS,44,2023-09-01,52.77,10018,United Kingdom,2321.88,2321.88,2023,9,1,Friday
C581264,ST31552,GLASS HANGING T-LIGHT HOLDER,4,2023-12-06,26.89,10333,United Kingdom,107.56,107.56,2023,12,6,Wednesday
C550067,ST46168,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-03-14,7.11,10658,United Kingdom,7.11,7.11,2023,3,14,Tuesday
C568727,ST67290,SMALL POPCORN HOLDER,9,2023-08-30,54.96,10122,United Kingdom,494.64,494.64,2023,8,30,Wednesday
C579061,ST26066,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-01-22,33.26,10081,United Kingdom,199.56,199.56,2023,1,22,Sunday
C547026,ST91985,HOME BUILDING BLOCK WORD,4,2023-07-15,34.59,10543,United Kingdom,138.36,138.36,2023,7,15,Saturday
C556116,ST26828,SET OF 4 PANTRY JELLY MOULDS,2,2023-04-16,16.29,10978,United Kingdom,32.58,32.58,2023,4,16,Sunday
C578448,ST51947,WHITE BUTTERFLY T-LIGHT HOLDER,48,2023-10-29,5.52,10405,Netherlands,264.96,264.96,2023,10,29,Sunday
C559148,ST12472,PACK OF 72 RETROSPOT CAKE CASES,9,2023-12-25,3.44,10994,France,30.96,30.96,2023,12,25,Monday
C560648,ST37785,SET OF 3 CAKE TINS PANTRY DESIGN,8,2023-09-04,18.64,10516,Belgium,149.12,149.12,2023,9,4,Monday
C551003,ST97201,VINTAGE PAISLEY STATIONERY SET,4,2023-09-18,27.45,10113,Italy,109.8,109.8,2023,9,18,Monday
C554772,ST51901,HOME BUILDING BLOCK WORD,9,2023-10-03,51.36,10760,United Kingdom,462.24,462.24,2023,10,3,Tuesday
C580118,ST58086,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-02-23,14.09,10017,United Kingdom,28.18,28.18,2023,2,23,Thursday
C555916,ST39592,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-12-13,10.43,10733,United Kingdom,52.15,52.15,2023,12,13,Wednesday
C554703,ST68824,CHOCOLATE HOT WATER BOTTLE,2,2023-07-26,26.3,10165,EIRE,52.6,52.6,2023,7,26,Wednesday
C568291,ST62642,CREAM CUPID HEARTS COAT HANGER,7,2023-04-28,20.42,10256,United Kingdom,142.94,142.94,2023,4,28,Friday
C555666,ST40533,SKULL SHOULDER BAG,3,2023-06-27,26.46,10046,Norway,79.38,79.38,2023,6,27,Tuesday
C538859,ST94937,GLASS HANGING T-LIGHT HOLDER,7,2023-11-18,9.79,10081,United Kingdom,68.53,68.53,2023,11,18,Saturday
C556913,ST90497,LARGE POPCORN HOLDER,96,2023-08-28,33.64,10493,France,3229.44,3229.44,2023,8,28,Monday
C564825,ST60883,WHITE METAL LANTERN,9,2023-01-01,24.33,10768,United Kingdom,218.97,218.96999999999997,2023,1,1,Sunday
C559919,ST82892,WHITE BUTTERFLY T-LIGHT HOLDER,2,2023-11-09,5.45,10011,United Kingdom,10.9,10.9,2023,11,9,Thursday
C574192,ST51053,HAND WARMER RED POLKA DOT,22,2023-10-09,54.3,10192,Germany,1194.6,1194.6,2023,10,9,Monday
C556302,ST74624,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-08-09,2.06,10515,United Kingdom,8.24,8.24,2023,8,9,Wednesday
C549354,ST27647,WHITE BUTTERFLY T-LIGHT HOLDER,5,2023-04-25,32.16,10330,France,160.79999999999998,160.79999999999998,2023,4,25,Tuesday
C575145,ST62990,LARGE POPCORN HOLDER,32,2023-11-19,28.79,10514,United Kingdom,921.28,921.28,2023,11,19,Sunday
C567485,ST42812,CHOCOLATE HOT WATER BOTTLE,9,2023-12-04,24.24,10123,United Kingdom,218.16,218.16,2023,12,4,Monday
C579591,ST97491,HOME BUILDING BLOCK WORD,7,2023-06-12,51.55,10924,United Kingdom,360.85,360.84999999999997,2023,6,12,Monday
C547672,ST85154,WHITE METAL LANTERN,10,2023-03-28,49.09,10701,United Kingdom,490.9,490.90000000000003,2023,3,28,Tuesday
C558537,ST35971,PINK CHERRY LIGHTS,4,2023-03-20,3.8,10681,United Kingdom,15.2,15.2,2023,3,20,Monday
C571407,ST70295,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-06-29,30.73,10819,United Kingdom,368.76,368.76,2023,6,29,Thursday
C577416,ST15136,BOX OF VINTAGE JIGSAW BLOCKS,5,2023-07-27,34.27,10378,United Kingdom,171.35000000000002,171.35000000000002,2023,7,27,Thursday
C559170,ST41456,BOX OF 6 ASSORTED COLOUR TEASPOONS,9,2023-09-23,50.39,10520,United Kingdom,453.51,453.51,2023,9,23,Saturday
C576209,ST67997,POPPY'S PLAYHOUSE BEDROOM,3,2023-02-13,51.52,10944,United Kingdom,154.56,154.56,2023,2,13,Monday
C555275,ST34629,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-04-18,34.76,10519,United Kingdom,382.36,382.35999999999996,2023,4,18,Tuesday
C541542,ST74366,VINTAGE PAISLEY STATIONERY SET,11,2023-09-14,26.51,10141,Germany,291.61,291.61,2023,9,14,Thursday
C542511,ST16982,HAND WARMER UNION JACK,5,2023-12-07,3.2,10463,United Kingdom,16.0,16.0,2023,12,7,Thursday
C550702,ST44303,PARTY BUNTING,5,2023-09-09,18.14,10988,United Kingdom,90.7,90.7,2023,9,9,Saturday
C577431,ST10755,SAVE THE WHALE COTTON BAG,5,2023-08-31,35.44,10109,United Kingdom,177.2,177.2,2023,8,31,Thursday
C538217,ST17730,WHITE HANGING HEART T-LIGHT HOLDER,31,2023-02-01,13.18,10019,United Kingdom,408.58,408.58,2023,2,1,Wednesday
C578189,ST87171,POPPY'S PLAYHOUSE KITCHEN,5,2023-12-18,45.5,10854,United Kingdom,227.5,227.5,2023,12,18,Monday
C536891,ST94218,SET 7 BABUSHKA NESTING BOXES,4,2023-05-11,46.05,10019,Italy,184.2,184.2,2023,5,11,Thursday
C543504,ST20225,BLUE CHERRY LIGHTS,9,2023-03-24,47.66,10585,Spain,428.94,428.93999999999994,2023,3,24,Friday
C566909,ST94554,SET OF 3 CAKE TINS PANTRY DESIGN,54,2023-03-18,16.48,10595,United Kingdom,889.9200000000001,889.9200000000001,2023,3,18,Saturday
C563923,ST50665,LOVE BUILDING BLOCK WORD,2,2023-12-30,28.88,10460,United Kingdom,57.76,57.76,2023,12,30,Saturday
C573943,ST35698,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-10-15,35.25,10437,EIRE,423.0,423.0,2023,10,15,Sunday
C557880,ST15832,SAVE THE WHALE COTTON BAG,5,2023-07-23,27.24,10212,United Kingdom,136.2,136.2,2023,7,23,Sunday
C575067,ST25558,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-11-19,41.04,10953,United Kingdom,328.32,328.32,2023,11,19,Sunday
C580490,ST39200,AIRLINE BAG VINTAGE JET SET,9,2023-04-05,43.54,10618,United Kingdom,391.86,391.86,2023,4,5,Wednesday
C544970,ST80083,WHITE BUTTERFLY T-LIGHT HOLDER,2,2023-09-25,31.53,10966,United Kingdom,63.06,63.06,2023,9,25,Monday
C561176,ST63926,GLASS HANGING T-LIGHT HOLDER,37,2023-10-25,21.26,10651,Portugal,786.62,786.62,2023,10,25,Wednesday
C574393,ST30686,HAND WARMER UNION JACK,10,2023-11-12,46.55,10700,United Kingdom,465.5,465.5,2023,11,12,Sunday
C566053,ST65617,WHITE METAL LANTERN,9,2023-08-23,44.81,10747,United Kingdom,403.29,403.29,2023,8,23,Wednesday
C559636,ST65603,LUNCH BAG PINK POLKADOT,57,2023-07-12,51.01,10713,United Kingdom,2907.57,2907.5699999999997,2023,7,12,Wednesday
C565850,ST70814,LUNCH BAG RED RETROSPOT,6,2023-11-02,33.37,10381,Germany,200.22,200.21999999999997,2023,11,2,Thursday
C567979,ST15142,IVORY KNITTED MUG COZY,11,2023-08-11,28.3,10503,EIRE,311.3,311.3,2023,8,11,Friday
C557212,ST35184,CREAM CUPID HEARTS COAT HANGER,7,2023-08-25,29.25,10925,United Kingdom,204.75,204.75,2023,8,25,Friday
C567491,ST46575,BOX OF VINTAGE JIGSAW BLOCKS,48,2023-05-08,31.5,10672,United Kingdom,1512.0,1512.0,2023,5,8,Monday
C542481,ST54280,POPPY'S PLAYHOUSE BEDROOM,9,2023-05-25,27.93,10479,United Kingdom,251.37,251.37,2023,5,25,Thursday
C565643,ST58245,BOX OF VINTAGE JIGSAW BLOCKS,9,2023-01-27,49.84,10460,France,448.56000000000006,448.56000000000006,2023,1,27,Friday
C536562,ST37539,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,8,2023-07-26,54.73,10268,France,437.84,437.84,2023,7,26,Wednesday
C552653,ST67516,IVORY KNITTED MUG COZY,6,2023-02-04,28.68,10139,United Kingdom,172.07999999999998,172.07999999999998,2023,2,4,Saturday
C574624,ST11973,POPPY'S PLAYHOUSE KITCHEN,9,2023-10-14,29.29,10697,Germany,263.61,263.61,2023,10,14,Saturday
C546616,ST75526,AIRLINE BAG VINTAGE WORLD CHAMPION,6,2023-12-13,18.92,10169,United Kingdom,113.52,113.52000000000001,2023,12,13,Wednesday
C550651,ST99611,KNITTED UNION FLAG HOT WATER BOTTLE,9,2023-11-13,12.51,10408,United Kingdom,112.59,112.59,2023,11,13,Monday
C575585,ST11330,AIRLINE BAG VINTAGE WORLD CHAMPION,12,2023-08-13,37.26,10033,United Kingdom,447.12,447.12,2023,8,13,Sunday
C548713,ST50181,SET 7 BABUSHKA NESTING BOXES,5,2023-03-07,13.03,10428,United Kingdom,65.14999999999999,65.14999999999999,2023,3,7,Tuesday
C541525,ST69523,SKULL SHOULDER BAG,59,2023-11-16,49.2,10301,United Kingdom,2902.8,2902.8,2023,11,16,Thursday
C572144,ST24654,LOVE BUILDING BLOCK WORD,7,2023-11-23,27.27,10004,United Kingdom,190.89,190.89,2023,11,23,Thursday
C546742,ST86774,LOVE BUILDING BLOCK WORD,11,2023-08-14,17.97,10721,United Kingdom,197.67,197.67,2023,8,14,Monday
C553148,ST90869,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-05-03,47.33,10387,United Kingdom,567.96,567.96,2023,5,3,Wednesday
C563729,ST69657,ASSORTED COLOUR BIRD ORNAMENT,12,2023-02-23,42.67,10257,United Kingdom,512.04,512.04,2023,2,23,Thursday
C537075,ST74550,SET OF 4 PANTRY JELLY MOULDS,3,2023-05-17,31.15,10183,United Kingdom,93.45,93.44999999999999,2023,5,17,Wednesday
C552525,ST62184,ASSORTED COLOUR BIRD ORNAMENT,67,2023-02-12,48.21,10059,United Kingdom,3230.07,3230.07,2023,2,12,Sunday
C540419,ST70960,RED WOOLLY HOTTIE WHITE HEART,10,2023-08-18,5.0,10435,United Kingdom,50.0,50.0,2023,8,18,Friday
C543652,ST85008,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-08-26,39.61,10122,United Kingdom,237.66,237.66,2023,8,26,Saturday
C546765,ST89723,CREAM CUPID HEARTS COAT HANGER,2,2023-11-03,50.13,10822,EIRE,100.26,100.26,2023,11,3,Friday
C537829,ST82778,ASSORTED COLOUR BIRD ORNAMENT,4,2023-12-09,6.52,10564,Germany,26.08,26.08,2023,12,9,Saturday
C562421,ST60435,CREAM CUPID HEARTS COAT HANGER,4,2023-11-28,50.61,10597,EIRE,202.44,202.44,2023,11,28,Tuesday
C542255,ST73238,LUNCH BAG SUKI DESIGN,2,2023-11-21,51.66,10112,United Kingdom,103.32,103.32,2023,11,21,Tuesday
C553192,ST52947,SET 7 BABUSHKA NESTING BOXES,6,2023-12-28,20.57,10921,United Kingdom,123.42,123.42,2023,12,28,Thursday
C552573,ST19829,IVORY KNITTED MUG COZY,63,2023-04-04,20.57,10088,United Kingdom,1295.91,1295.91,2023,4,4,Tuesday
C576977,ST13081,SET 7 BABUSHKA NESTING BOXES,7,2023-06-04,22.84,10425,United Kingdom,159.88,159.88,2023,6,4,Sunday
C561389,ST76711,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-04-11,39.57,10707,United Kingdom,276.99,276.99,2023,4,11,Tuesday
C537615,ST52673,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-06-20,15.03,10410,United Kingdom,75.14999999999999,75.14999999999999,2023,6,20,Tuesday
C579059,ST57958,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-06-12,5.6,10184,France,56.0,56.0,2023,6,12,Monday
C553381,ST90390,LUNCH BAG PINK POLKADOT,7,2023-07-23,36.12,10237,United Kingdom,252.84,252.83999999999997,2023,7,23,Sunday
C580841,ST37258,LUNCH BAG SUKI DESIGN,11,2023-11-17,6.22,10438,Netherlands,68.42,68.42,2023,11,17,Friday
C556611,ST66780,PINK CHERRY LIGHTS,5,2023-02-03,30.5,10272,EIRE,152.5,152.5,2023,2,3,Friday
C540613,ST97641,CHOCOLATE HOT WATER BOTTLE,1,2023-10-26,31.76,10282,United Kingdom,31.76,31.76,2023,10,26,Thursday
C559378,ST59626,RED WOOLLY HOTTIE WHITE HEART,55,2023-04-11,2.98,10272,Germany,163.9,163.9,2023,4,11,Tuesday
C575593,ST62956,ASSORTED COLOUR BIRD ORNAMENT,5,2023-04-17,35.34,10961,United Kingdom,176.70000000000002,176.70000000000002,2023,4,17,Monday
C549764,ST49220,ASSORTED COLOUR BIRD ORNAMENT,30,2023-02-20,3.51,10373,France,105.3,105.3,2023,2,20,Monday
C574562,ST46735,GLASS STAR FROSTED T-LIGHT HOLDER,74,2023-12-02,42.32,10634,United Kingdom,3131.68,3131.68,2023,12,2,Saturday
C570210,ST89955,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-05-01,2.25,10771,France,27.0,27.0,2023,5,1,Monday
C574104,ST89387,POPPY'S PLAYHOUSE KITCHEN,6,2023-02-20,3.49,10575,United Kingdom,20.94,20.94,2023,2,20,Monday
C550210,ST96352,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-07-16,51.87,10098,Switzerland,622.4399999999999,622.4399999999999,2023,7,16,Sunday
C544693,ST82405,CHOCOLATE HOT WATER BOTTLE,4,2023-07-20,8.11,10250,United Kingdom,32.44,32.44,2023,7,20,Thursday
C568451,ST89630,HAND WARMER UNION JACK,12,2023-07-04,47.57,10439,United Kingdom,570.84,570.84,2023,7,4,Tuesday
C555572,ST37775,SKULL SHOULDER BAG,3,2023-12-29,28.51,10173,France,85.53,85.53,2023,12,29,Friday
C564388,ST37767,POPPY'S PLAYHOUSE BEDROOM,88,2023-01-14,6.95,10003,France,611.6,611.6,2023,1,14,Saturday
C577167,ST84779,POPPY'S PLAYHOUSE KITCHEN,2,2023-12-02,23.29,10934,United Kingdom,46.58,46.58,2023,12,2,Saturday
C565865,ST11031,SMALL POPCORN HOLDER,12,2023-09-10,31.88,10092,United Kingdom,382.56,382.56,2023,9,10,Sunday
C541960,ST29573,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-11-14,52.23,10504,United Kingdom,522.3,522.3,2023,11,14,Tuesday
C557747,ST37034,SKULL SHOULDER BAG,12,2023-04-27,12.2,10243,Portugal,146.39999999999998,146.39999999999998,2023,4,27,Thursday
C552567,ST70346,BLUE CHERRY LIGHTS,12,2023-07-11,41.7,10085,Germany,500.4,500.40000000000003,2023,7,11,Tuesday
C556753,ST45738,BLUE CHERRY LIGHTS,11,2023-03-12,2.04,10737,France,22.44,22.44,2023,3,12,Sunday
C538202,ST97179,SKULL SHOULDER BAG,5,2023-12-21,43.81,10736,United Kingdom,219.05,219.05,2023,12,21,Thursday
C564487,ST32701,VINTAGE PAISLEY STATIONERY SET,11,2023-02-16,33.88,10509,United Kingdom,372.68,372.68,2023,2,16,Thursday
C578997,ST22682,HAND WARMER RED POLKA DOT,7,2023-10-02,30.49,10080,United Kingdom,213.43,213.42999999999998,2023,10,2,Monday
C560966,ST66537,HAND WARMER RED POLKA DOT,1,2023-04-10,12.33,10410,EIRE,12.33,12.33,2023,4,10,Monday
C555032,ST31283,PACK OF 72 RETROSPOT CAKE CASES,4,2023-11-25,8.51,10874,United Kingdom,34.04,34.04,2023,11,25,Saturday
C545420,ST82903,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-03-13,11.68,10223,EIRE,81.75999999999999,81.75999999999999,2023,3,13,Monday
C562103,ST23635,SET OF 4 PANTRY JELLY MOULDS,3,2023-04-20,19.28,10743,United Kingdom,57.84,57.84,2023,4,20,Thursday
C545302,ST55504,MASON JAR CANDLE HOLDER,9,2023-06-25,16.02,10301,United Kingdom,144.18,144.18,2023,6,25,Sunday
C554552,ST65608,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-01-04,5.74,10626,United Kingdom,68.88,68.88,2023,1,4,Wednesday
C554262,ST49262,HOME BUILDING BLOCK WORD,6,2023-04-20,25.66,10320,United Kingdom,153.96,153.96,2023,4,20,Thursday
C561708,ST85894,CHOCOLATE HOT WATER BOTTLE,6,2023-01-18,12.6,10684,United Kingdom,75.6,75.6,2023,1,18,Wednesday
C544766,ST40400,HOME BUILDING BLOCK WORD,5,2023-11-20,36.74,10253,United Kingdom,183.7,183.70000000000002,2023,11,20,Monday
C544144,ST10676,SKULL SHOULDER BAG,67,2023-07-11,18.14,10285,United Kingdom,1215.38,1215.38,2023,7,11,Tuesday
C579100,ST44581,AIRLINE BAG VINTAGE JET SET,6,2023-10-09,50.78,10772,France,304.68,304.68,2023,10,9,Monday
C571999,ST66090,HAND WARMER UNION JACK,11,2023-03-11,25.24,10506,United Kingdom,277.64,277.64,2023,3,11,Saturday
C559058,ST34536,WHITE HANGING HEART T-LIGHT HOLDER,7,2023-04-02,51.69,10434,United Kingdom,361.83,361.83,2023,4,2,Sunday
C549156,ST47389,LUNCH BAG RED RETROSPOT,2,2023-06-03,14.88,10027,United Kingdom,29.76,29.76,2023,6,3,Saturday
C547179,ST66315,LOVE BUILDING BLOCK WORD,10,2023-09-01,53.19,10562,United Kingdom,531.9,531.9,2023,9,1,Friday
C547630,ST65702,MASON JAR CANDLE HOLDER,50,2023-06-28,1.16,10120,Germany,57.99999999999999,57.99999999999999,2023,6,28,Wednesday
C539729,ST72119,VINTAGE PAISLEY STATIONERY SET,85,2023-03-10,10.36,10563,United Kingdom,880.5999999999999,880.5999999999999,2023,3,10,Friday
C536647,ST14719,AIRLINE BAG VINTAGE JET SET,3,2023-09-15,10.11,10657,France,30.33,30.33,2023,9,15,Friday
C559723,ST87775,POPPY'S PLAYHOUSE BEDROOM,1,2023-03-08,35.87,10595,United Kingdom,35.87,35.87,2023,3,8,Wednesday
